what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1534628024855
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1534628033279
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1534628033298
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1534628039088
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1534628039091
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1534628039107
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1534628039108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628039188
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1534628050929
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1534628050974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628111827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628122946
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.ui",1534628147156
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.301.v20111010_1242,"org.eclipse.jst.server.tomcat.core",1534628152584
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1534628152590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628159607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628161153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628208435
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1534628210818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1534628217256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628218572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628371371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628376999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.cocoa.minimizeWindow",1534628377021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628646610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628652344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628727171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628729501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628731027
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534628731163
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1534628731488
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1534628731490
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1534628731492
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1534628731493
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1534628731495
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1534628731496
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1534628731498
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1534628731502
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1534628731503
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1534628731505
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1534628731507
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1534628731508
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1534628731510
